0,1,2,3,4,5,6,7,8,9,class
34.11842105263158,1.5179594330827069,12.864527819548872,3.498044360902256,1.2654203007518796,73.01947969924812,0.5575443609022556,8.6275015037594,0.033656390977443607,0.11215263157894738,1
56.48157894736843,1.520577433082707,13.478317293233085,3.633991729323309,1.0521045112781955,72.17616390977444,0.23038646616541353,9.296554135338347,0.0038142857142857145,0.04288947368421053,1
50.73421052631579,1.5152423278195493,13.043580451127822,3.4965706766917304,1.1644729323308272,72.86621654135338,0.5645443609022557,8.49892255639098,0.0038142857142857145,0.1769947368421053,1
38.944736842105264,1.5198685909774434,13.501159398496242,3.6454127819548874,0.8697360902255639,72.39611127819549,0.3674390977443609,9.102396240601504,0.0038142857142857145,0.017100000000000004,1
33.34473684210526,1.5179270120300752,12.963633082706766,3.509833834586466,1.1736834586466165,72.98632180451128,0.5409654135338345,8.627133082706766,0.030340601503759394,0.0819421052631579,1
71.0,1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2
72.0,1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2
73.0,1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2
74.0,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2
75.0,1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2
76.0,1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2
77.0,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2
78.0,1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2
79.0,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2
80.0,1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2
81.0,1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2
82.0,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2
83.0,1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2
84.0,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2
85.0,1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2
86.0,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2
87.0,1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2
88.0,1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2
89.0,1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2
90.0,1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2
91.0,1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2
92.0,1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2
93.0,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2
94.0,1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2
95.0,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2
96.0,1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2
97.0,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2
98.0,1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2
99.0,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2
100.0,1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2
101.0,1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2
102.0,1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2
103.0,1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2
104.0,1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2
105.0,1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2
106.0,1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2
107.0,1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2
108.0,1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2
109.0,1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2
110.0,1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2
111.0,1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
112.0,1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2
113.0,1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2
114.0,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2
115.0,1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2
116.0,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2
117.0,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2
118.0,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2
119.0,1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2
120.0,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2
121.0,1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2
122.0,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2
123.0,1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2
124.0,1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2
125.0,1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2
126.0,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2
127.0,1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2
128.0,1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2
129.0,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2
130.0,1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,2
131.0,1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2
132.0,1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,2
133.0,1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,2
134.0,1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,2
135.0,1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,2
136.0,1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,2
137.0,1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2
138.0,1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,2
139.0,1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,2
140.0,1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,2
141.0,1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,2
142.0,1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,2
143.0,1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2
144.0,1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,2
145.0,1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,2
146.0,1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,2
92.30526315789474,1.5163166293358135,13.547429095086988,3.2637577415472157,1.6399945289418973,72.55420664186454,0.6631880949775687,8.133047160520846,0.015399168399168398,0.023869022869022878,2
108.22105263157894,1.5267407345989714,13.013955410876463,0.9021787941787944,1.123099792099792,71.446732957654,0.2361880949775687,13.019784002626107,0.015399168399168398,0.1565006018163913,2
124.98421052631582,1.5224007345989714,13.473376463508044,1.6353366889156364,1.3419418973629502,71.8781540102856,0.3614512528723055,11.152626107889267,0.015399168399168398,0.07544797023744394,2
99.2684210526316,1.5178323135463399,13.069586989823831,3.2700208994419526,1.4439945289418974,72.70010137870665,0.566661779188095,8.61973137104716,0.015399168399168398,0.023869022869022878,2
118.79473684210525,1.5174462082831819,13.267797516139623,3.362494583652478,1.5268892657840025,72.67357506291717,0.5662933581354634,8.356678739468213,0.015399168399168398,0.023869022869022878,2
131.8,1.5185352609147609,13.173113305613304,3.4431787941787944,1.1720997920997922,72.76089085239084,0.5556091476091476,8.606099792099792,0.0783991683991684,0.14286902286902287,2
86.70526315789473,1.5170203135463398,13.16279751613962,3.417020899441952,1.5010997920997922,72.63120664186454,0.5983459897144108,8.34415242367874,0.015399168399168398,0.023869022869022878,2
118.3157894736842,1.517343050388445,13.138850147718568,3.380178794178794,1.4848892657840025,72.78999611554875,0.5633459897144109,8.376205055257687,0.015399168399168398,0.06255323339533866,2
100.3,1.5184652609147609,13.047113305613305,3.4361787941787942,1.165099792099792,72.41789085239085,0.6046091476091476,9.110099792099794,0.015399168399168398,0.12886902286902285,2
110.06315789473685,1.5239145767042346,11.88585014771857,0.9021787941787944,0.954362949994529,73.07257506291717,0.15660914760914763,12.85915242367874,0.015399168399168398,0.023869022869022878,2
85.26842105263158,1.516728155651603,13.047113305613305,3.401547215231426,1.4900471605208447,72.96057506291717,0.6495565160302001,8.271205055257687,0.015399168399168398,0.023869022869022878,2
131.76315789473685,1.5184759451252872,13.177902779297515,3.43986300470511,1.1919945289418974,72.75020664186454,0.5596617791880949,8.595047160520846,0.07508337892548417,0.136605864974286,2
95.69473684210527,1.5176506819673925,12.830113305613304,3.414810373126163,1.5080997920997923,72.76089085239084,0.6005565160302002,8.634468213152426,0.015399168399168398,0.1251848123427071,2
115.51578947368421,1.5173537345989712,13.320481726665937,3.457547215231426,1.545678739468213,72.46431190502243,0.6097670423459898,8.312468213152425,0.015399168399168398,0.1734479702374439,2
109.28947368421052,1.5187507872305503,13.615586989823832,0.9021787941787944,0.8637313710471606,73.69815401028558,0.16766177918809505,10.470678739468214,0.015399168399168398,0.03271112813218077,2
112.49473684210525,1.517670208283182,13.520534358244884,3.4711787941787944,1.4384682131524236,72.37257506291718,0.4550302002407266,8.406047160520846,0.015399168399168398,0.2010795491848123,2
82.98421052631579,1.5180445240726559,13.379797516139622,3.559599846810374,1.3581524236787395,72.36189085239087,0.5585565160302003,8.452836634205056,0.015399168399168398,0.18892165444797027,2
116.6578947368421,1.5176374188094977,13.345165937192254,3.450178794178794,1.4134155815734761,72.48199611554875,0.5891354633986212,8.409731371047162,0.015399168399168398,0.023869022869022878,2
115.99473684210527,1.5172273661779188,13.319744884560675,3.429547215231426,1.4764155815734763,72.52731190502243,0.608661779188095,8.319468213152424,0.015399168399168398,0.14139533865849654,2
124.54210526315791,1.5227492609147608,13.53600804245541,1.1626524783893208,1.375099792099792,71.89289085239085,0.32571441076704233,11.53394189736295,0.015399168399168398,0.06807954918481235,2
108.03684210526316,1.5288978398621296,12.621586989823832,0.9021787941787944,1.1230997920997923,70.98436453660138,0.23987230550388444,13.880047160520848,0.015399168399168398,0.1859742860269176,2
129.92105263157896,1.517296260914761,12.90379751613962,3.375020899441952,1.5232050552576868,73.08325927344347,0.6163986212933581,8.2689945289419,0.015399168399168398,0.023869022869022878,2
95.17894736842105,1.5170096293358135,12.819797516139623,3.3425998468103737,1.6458892657840025,72.96573295765401,0.5909775686617791,8.383941897362952,0.015399168399168398,0.0669742860269176,2
128.00526315789472,1.518170155651603,13.089113305613305,3.5916524783893204,1.24394189736295,72.71078558923296,0.545661779188095,8.602784002626109,0.015399168399168398,0.15502691760586496,2
119.2,1.5175272609147608,13.369113305613306,3.3381787941787944,1.620099792099792,72.54389085239085,0.5906091476091476,8.312099792099794,0.015399168399168398,0.023869022869022878,2
114.8157894736842,1.517757155651603,13.448692252981727,3.518705109968268,1.616415581573476,72.2716276944961,0.5880302002407265,8.314310318415583,0.015399168399168398,0.04229007550060183,2
107.1157894736842,1.5262558924937082,11.576744884560675,0.9021787941787944,1.8525734763103183,71.08531190502244,0.6049775686617792,12.018047160520846,1.6401360105044314,0.23092165444797025,2
106.23157894736843,1.5226637872305504,12.824955410876463,1.9705998468103736,1.477520844731371,71.92973295765401,0.454661779188095,11.084468213152425,0.015399168399168398,0.13660586497428603,2
83.64736842105263,1.516785260914761,13.132955410876463,3.4122314257577417,1.4944682131524236,72.91599611554875,0.6167670423459897,8.208941897362951,0.015399168399168398,0.023869022869022878,2
129.03684210526316,1.5175416293358135,12.952429095086991,3.432494583652479,1.5209945289418974,72.8666276944961,0.5854512528723056,8.38836294999453,0.015399168399168398,0.023869022869022878,2
100.22631578947369,1.518479260914761,13.072165937192253,3.422178794178794,1.192362949994529,72.41199611554875,0.5950302002407265,9.071047160520846,0.015399168399168398,0.11781639129007548,2
118.42631578947368,1.5173695767042348,13.17200804245541,3.380178794178794,1.4694155815734762,72.776732957654,0.554503884451253,8.38394189736295,0.015399168399168398,0.039342707079549205,2
114.3,1.5183812609147609,13.201113305613305,3.6321787941787944,1.410099792099792,72.41089085239085,0.5416091476091476,8.536099792099794,0.015399168399168398,0.09386902286902288,2
96.8,1.5168132609147609,12.963113305613305,3.3101787941787943,1.438099792099792,72.92189085239086,0.4646091476091476,8.508099792099793,0.015399168399168398,0.023869022869022878,2
120.2684210526316,1.5196935767042348,13.073639621402778,3.470810373126163,1.3791524236787394,72.61646979975927,0.5493459897144107,8.69415242367874,0.015399168399168398,0.06807954918481235,2
124.02631578947368,1.5207015767042347,13.575060674034358,1.634231425757742,1.3949945289418975,72.28120664186453,0.39203020024072655,10.47436294999453,0.015399168399168398,0.03713218076375973,2
127.56315789473683,1.5181093661779186,13.171271200350146,3.6303366889156363,1.3312576868366341,72.42746979975927,0.540503884451253,8.615310318415581,0.015399168399168398,0.20955323339533863,2
108.84736842105265,1.5205368924937082,13.929481726665937,0.9021787941787944,1.0582576868366342,72.91120664186454,0.21187230550388447,10.704994528941898,0.015399168399168398,0.06807954918481235,2
147.0,1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,3
148.0,1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,3
149.0,1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3
150.0,1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,3
151.0,1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,3
152.0,1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,3
153.0,1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,3
154.0,1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3
155.0,1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,3
156.0,1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3
157.0,1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,3
158.0,1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3
159.0,1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3
160.0,1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,3
161.0,1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,3
162.0,1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3
163.0,1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,3
152.8986842105263,1.5200112664473682,14.003769736842106,3.7753289473684206,0.9281535087719297,71.88498464912281,0.1259418859649123,9.234028508771932,0.0025000000000000005,0.01672916666666667,3
156.2513157894737,1.5169570559210526,13.389611842105264,3.437486842105263,1.2549429824561402,72.59972149122807,0.48552083333333335,8.682133771929825,0.0025000000000000005,0.01672916666666667,3
151.64605263157893,1.516928319078947,12.758506578947369,3.5122763157894736,1.3960482456140353,72.65682675438597,0.5271524122807016,8.570133771929825,0.0025000000000000005,0.05430811403508772,3
151.46184210526314,1.5168877927631579,12.577980263157896,3.5251710526315794,1.3205219298245614,72.73235307017545,0.521626096491228,8.597765350877193,0.0025000000000000005,0.022992324561403515,3
151.83026315789476,1.5169688453947368,12.939032894736842,3.499381578947368,1.4715745614035087,72.5813004385965,0.5326787280701755,8.542502192982457,0.0025000000000000005,0.08562390350877194,3
150.31973684210527,1.516825529605263,13.334348684210525,3.54653947368421,1.3102061403508771,72.6023004385965,0.5135208333333333,8.495712719298247,0.0025000000000000005,0.04620285087719298,3
