0,1,2,3,4,5,6,class
12.78,13.57,0.8716,5.262,3.026,1.176,4.782,1
12.88,13.5,0.8879,5.139,3.119,2.352,4.607,1
14.34,14.37,0.8726,5.63,3.19,1.313,5.15,1
14.01,14.29,0.8625,5.609,3.158,2.217,5.132,1
14.37,14.39,0.8726,5.569,3.153,1.464,5.3,1
12.73,13.75,0.8458,5.412,2.882,3.533,5.067,1
14.221930532853875,14.224725400457665,0.8816011580581888,5.479011384439359,3.235352721477607,2.8066378040209226,5.053779674730303,1
16.409881170317096,15.347969488939743,0.8752712397842433,6.000079042715485,3.4441836357197344,2.112070867113436,5.799664408303367,1
15.644881170317097,14.852969488939742,0.8911112397842431,5.658979042715485,3.4162836357197346,5.3097708671134365,5.132764408303367,1
15.104405851585486,14.624847444698702,0.8863561989212161,5.598895213577421,3.3454181785986705,4.176854335567179,5.119822041516835,1
12.341881170317096,13.556969488939743,0.8433212397842431,5.195479042715484,3.054483635719734,1.6278708671134359,4.577464408303367,1
14.12164351095129,13.982908466819222,0.9069337193527296,5.240437128146453,3.3451509071592023,4.492012601340307,4.877793224910101,1
15.154405851585487,14.619847444698703,0.8896061989212161,5.570895213577422,3.3819181785986707,1.762904335567179,5.097322041516835,1
15.836643510951292,14.976908466819221,0.8857237193527295,5.775937128146453,3.430550907159202,2.2065126013403074,5.4041932249101015,1
14.599930532853874,14.404725400457664,0.8827111580581889,5.53721138443936,3.2873527214776073,2.6201378040209224,5.110779674730304,1
14.864168192219681,14.507786422578183,0.8859286784897025,5.55205329900839,3.331885450038139,2.1620260697940505,5.0998508581235695,1
15.754405851585485,14.859847444698703,0.8941561989212161,5.677895213577422,3.469918178598671,2.8583543355671788,5.293822041516835,1
14.693930532853875,14.443725400457666,0.8831611580581888,5.554611384439359,3.2994527214776075,2.7802378040209224,5.1416796747303035,1
14.75016819221968,14.495786422578183,0.8808886784897024,5.6297532990083905,3.298585450038139,3.3457960697940505,5.2309508581235695,1
14.257930532853875,14.262725400457665,0.8792311580581889,5.494011384439359,3.2360527214776074,2.8948378040209226,5.084679674730303,1
15.22416819221968,14.651786422578184,0.8886586784897024,5.61625329900839,3.384685450038139,2.8192960697940506,5.217750858123569,1
12.829405851585486,13.484847444698703,0.882206198921216,5.212895213577422,3.0679181785986707,2.514854335567179,4.9033220415168355,1
15.374643510951291,14.738908466819222,0.8887337193527296,5.628937128146453,3.3808509071592026,4.743312601340307,5.126293224910101,1
15.968881170317099,14.924969488939741,0.9011012397842433,5.644579042715485,3.5314836357197343,1.4955708671134358,5.167864408303367,1
13.93416819221968,14.108786422578184,0.8777686784897024,5.44525329900839,3.1875854500381386,2.2852960697940508,5.00715085812357,1
15.284405851585486,14.664847444698703,0.891906198921216,5.590895213577422,3.4094181785986706,2.0578543355671792,5.139322041516835,1
12.189643510951292,13.142908466819222,0.8829237193527296,5.088537128146453,2.992350907159202,2.4165126013403073,4.823193224910101,1
14.563930532853874,14.396725400457665,0.8816011580581888,5.538811384439359,3.2745527214776073,3.0439378040209224,5.106879674730304,1
15.032168192219682,14.612786422578184,0.8826886784897023,5.63185329900839,3.3312854500381386,2.5231960697940505,5.23245085812357,1
13.254405851585485,13.784847444698702,0.8734061989212161,5.311395213577422,3.096418178598671,2.087854335567179,5.032322041516835,1
11.549881170317098,12.800969488939742,0.8836412397842432,4.964179042715485,2.9167836357197343,2.318170867113436,4.7430644083033675,1
14.834168192219682,14.510786422578184,0.8839786784897024,5.56885329900839,3.309985450038139,3.6103960697940507,5.113350858123569,1
15.96964351095129,15.12390846681922,0.8764137193527296,5.894237128146453,3.4025509071592017,2.2562126013403074,5.644993224910101,1
13.46916819221968,13.826786422578184,0.8814886784897025,5.33725329900839,3.143485450038139,2.613196069794051,4.98345085812357,1
16.0138811703171,15.07796948893974,0.8844512397842432,5.802079042715485,3.4045836357197343,1.088770867113436,5.286664408303368,1
15.309405851585487,14.749847444698702,0.882656198921216,5.678395213577422,3.3389181785986706,1.831854335567179,5.205322041516835,1
13.574405851585485,13.954847444698704,0.8745061989212161,5.374895213577421,3.1529181785986706,3.431354335567179,5.008822041516835,1
12.784643510951291,13.56290846681922,0.8706037193527295,5.226437128146452,3.0322509071592023,1.8187126013403074,5.003793224910101,1
15.661643510951292,14.913908466819223,0.8835537193527295,5.740237128146453,3.3717509071592024,1.4603126013403074,5.245993224910102,1
14.94216819221968,14.534786422578183,0.8873086784897024,5.564053299008391,3.3483854500381387,2.3389960697940504,5.125050858123569,1
14.193930532853875,14.228725400457666,0.8790111580581889,5.481311384439359,3.2247527214776075,2.6261378040209227,5.089379674730304,1
17.63,15.98,0.8673,6.191,3.561,4.076,6.06,2
16.84,15.67,0.8623,5.998,3.484,4.675,5.877,2
17.26,15.73,0.8763,5.978,3.594,4.539,5.791,2
19.11,16.26,0.9081,6.154,3.93,2.936,6.079,2
16.82,15.51,0.8786,6.017,3.486,4.004,5.841,2
16.77,15.62,0.8638,5.927,3.438,4.92,5.795,2
17.32,15.91,0.8599,6.064,3.403,3.824,5.922,2
20.71,17.23,0.8763,6.579,3.814,4.451,6.451,2
18.94,16.49,0.875,6.445,3.639,5.064,6.362,2
17.12,15.55,0.8892,5.85,3.566,2.858,5.746,2
16.53,15.34,0.8823,5.875,3.467,5.532,5.88,2
18.72,16.19,0.8977,6.006,3.857,5.324,5.879,2
20.2,16.89,0.8894,6.285,3.864,5.173,6.187,2
19.57,16.74,0.8779,6.384,3.772,1.472,6.273,2
19.51,16.71,0.878,6.366,3.801,2.962,6.185,2
18.27,16.09,0.887,6.173,3.651,2.443,6.197,2
18.88,16.26,0.8969,6.084,3.764,1.649,6.109,2
18.98,16.66,0.859,6.549,3.67,3.691,6.498,2
21.18,17.21,0.8989,6.573,4.033,5.78,6.231,2
20.88,17.05,0.9031,6.45,4.032,5.016,6.321,2
20.1,16.99,0.8746,6.581,3.785,1.955,6.449,2
18.76,16.2,0.8984,6.172,3.796,3.12,6.053,2
18.81,16.29,0.8906,6.272,3.693,3.237,6.053,2
18.59,16.05,0.9066,6.037,3.86,6.001,5.877,2
18.36,16.52,0.8452,6.666,3.485,4.933,6.448,2
16.87,15.65,0.8648,6.139,3.463,3.696,5.967,2
19.31,16.59,0.8815,6.341,3.81,3.477,6.238,2
18.98,16.57,0.8687,6.449,3.552,2.144,6.453,2
18.17,16.26,0.8637,6.271,3.512,2.853,6.273,2
18.72,16.34,0.881,6.219,3.684,2.188,6.097,2
16.41,15.25,0.8866,5.718,3.525,4.217,5.618,2
17.99,15.86,0.8992,5.89,3.694,2.068,5.837,2
19.46,16.5,0.8985,6.113,3.892,4.308,6.009,2
19.18,16.63,0.8717,6.369,3.681,3.357,6.229,2
18.95,16.42,0.8829,6.248,3.755,3.368,6.148,2
18.83,16.29,0.8917,6.037,3.786,2.553,5.879,2
18.85,16.17,0.9056,6.152,3.806,2.843,6.2,2
17.63,15.86,0.88,6.033,3.573,3.747,5.929,2
19.94,16.92,0.8752,6.675,3.763,3.252,6.55,2
18.55,16.22,0.8865,6.153,3.674,1.738,5.894,2
18.45,16.12,0.8921,6.107,3.769,2.235,5.794,2
19.38,16.72,0.8716,6.303,3.791,3.678,5.965,2
19.13,16.31,0.9035,6.183,3.902,2.109,5.924,2
19.14,16.61,0.8722,6.259,3.737,6.682,6.053,2
20.97,17.25,0.8859,6.563,3.991,4.677,6.316,2
19.06,16.45,0.8854,6.416,3.719,2.248,6.163,2
18.96,16.2,0.9077,6.051,3.897,4.334,5.75,2
19.15,16.45,0.889,6.245,3.815,3.084,6.185,2
18.89,16.23,0.9008,6.227,3.769,3.639,5.966,2
20.03,16.9,0.8811,6.493,3.857,3.063,6.32,2
20.24,16.91,0.8897,6.315,3.962,5.901,6.188,2
18.14,16.12,0.8772,6.059,3.563,3.619,6.011,2
16.17,15.38,0.8588,5.762,3.387,4.286,5.703,2
18.43,15.97,0.9077,5.98,3.771,2.984,5.905,2
15.99,14.89,0.9064,5.363,3.582,3.336,5.144,2
18.75,16.18,0.8999,6.111,3.869,4.188,5.992,2
18.65,16.41,0.8698,6.285,3.594,4.391,6.102,2
17.98,15.85,0.8993,5.979,3.687,2.257,5.919,2
20.16,17.03,0.8735,6.513,3.773,1.91,6.185,2
17.55,15.66,0.8991,5.791,3.69,5.366,5.661,2
18.3,15.89,0.9108,5.979,3.755,2.837,5.962,2
18.94,16.32,0.8942,6.144,3.825,2.908,5.949,2
15.38,14.9,0.8706,5.884,3.268,4.462,5.795,2
16.16,15.33,0.8644,5.845,3.395,4.266,5.795,2
15.56,14.89,0.8823,5.776,3.408,4.972,5.847,2
15.38,14.66,0.899,5.477,3.465,3.6,5.439,2
17.36,15.76,0.8785,6.145,3.574,3.526,5.971,2
15.57,15.15,0.8527,5.92,3.231,2.64,5.879,2
15.6,15.11,0.858,5.832,3.286,2.725,5.752,2
16.23,15.18,0.885,5.872,3.472,3.769,5.922,2
20.12501515151515,16.779296969696972,0.8971949393939395,6.35977606060606,3.9272763636363637,4.696416969696969,6.229876363636363,2
18.90701515151515,16.47129696969697,0.8755649393939394,6.22607606060606,3.7207763636363635,5.862616969696969,6.042276363636363,2
18.087045454545454,16.043890909090912,0.8808748181818183,6.117528181818181,3.6432290909090908,3.828150909090909,5.990729090909091,2
17.17669191919192,15.518828282828284,0.8949082323232325,5.756126767676768,3.632460606060606,3.643361616161616,5.580627272727273,2
19.11836868686869,16.418359595959597,0.8893215252525255,6.239477474747474,3.787644848484849,4.270306262626263,6.108378181818182,2
19.28169191919192,16.518828282828284,0.8864082323232324,6.217126767676767,3.773460606060606,4.561861616161616,6.102127272727273,2
18.084045454545453,16.04789090909091,0.8803448181818183,6.126328181818181,3.637729090909091,3.819650909090909,6.003429090909091,2
17.52536868686869,15.848359595959597,0.8742015252525255,6.0804774747474735,3.5473448484848484,3.5575062626262626,5.975778181818182,2
18.180045454545454,16.066890909090912,0.8833048181818184,6.121828181818181,3.6613290909090908,4.1088509090909096,6.003529090909091,2
17.651368686868686,15.770359595959597,0.8903115252525254,5.913377474747474,3.6526448484848486,3.7663062626262622,5.755278181818182,2
20.33501515151515,16.89129696969697,0.8942549393939394,6.44587606060606,3.927976363636364,5.23121696969697,6.166876363636364,2
19.062338383838387,16.563765656565657,0.8733216464646465,6.248025353535354,3.7315921212121212,6.408872323232324,6.049425454545455,2
18.547045454545454,16.22189090909091,0.8840148181818184,6.162828181818181,3.701029090909091,4.072950909090909,6.034229090909091,2
20.898338383838386,17.103765656565656,0.8973516464646465,6.530625353535354,3.9979921212121217,5.597072323232323,6.209625454545455,2
20.709338383838386,17.139765656565658,0.8856516464646466,6.521625353535353,3.9601921212121214,4.604372323232323,6.286125454545455,2
19.301691919191917,16.528828282828286,0.8865582323232324,6.2321267676767675,3.822460606060606,4.925861616161616,6.102627272727273,2
19.15169191919192,16.533828282828285,0.8793082323232324,6.412126767676767,3.7229606060606057,3.6013616161616158,6.283627272727273,2
16.702015151515152,15.267296969696972,0.8995049393939394,5.59887606060606,3.6122763636363633,3.52041696969697,5.405976363636364,2
18.88436868686869,16.400359595959596,0.8807715252525254,6.278777474747474,3.7135448484848483,3.3520062626262623,6.146778181818182,2
16.227338383838383,15.015765656565659,0.9041016464646465,5.441625353535354,3.592092121212121,3.397472323232323,5.231325454545455,2
18.551045454545456,16.223890909090912,0.8840448181818183,6.165828181818181,3.710829090909091,4.145750909090909,6.034329090909091,2
18.914368686868688,16.3703595959596,0.8852115252525254,6.189977474747474,3.7372448484848486,4.317406262626262,6.068178181818182,2
18.96669191919192,16.443828282828285,0.8806582323232324,6.266626767676767,3.727460606060606,2.711361616161616,6.145127272727272,2
19.66669191919192,16.698828282828284,0.8846582323232324,6.356126767676767,3.836960606060606,4.313861616161616,6.166627272727273,2
18.344368686868687,16.070359595959598,0.8916315252525254,6.098177474747474,3.7045448484848484,3.6166062626262625,6.0006781818181825,2
17.53436868686869,15.836359595959596,0.8757915252525255,6.054077474747474,3.5638448484848486,3.583006262626262,5.937678181818182,2
18.521045454545455,16.22489090909091,0.8825948181818183,6.201828181818181,3.690929090909091,3.880850909090909,6.0705290909090905,2
16.275015151515152,15.27429696969697,0.8744449393939394,5.96357606060606,3.3924763636363635,4.30861696969697,5.861676363636363,2
16.713338383838384,15.420765656565658,0.8824116464646464,5.902425353535354,3.4885921212121214,5.373872323232324,5.8937254545454545,2
19.06736868686869,16.472359595959595,0.8812815252525255,6.278177474747474,3.7222448484848485,4.1008062626262625,6.147378181818182,2
17.44669191919192,15.743828282828284,0.8828582323232324,6.012126767676767,3.574960606060606,4.741361616161616,5.948627272727273,2
15.849338383838385,15.249765656565657,0.8557716464646465,5.942925353535354,3.2761921212121212,2.7710723232323238,5.892825454545455,2
18.126045454545455,16.02189090909091,0.8857148181818183,6.070628181818181,3.672829090909091,3.889250909090909,5.929929090909091,2
15.678338383838385,15.024765656565657,0.8718816464646465,5.910525353535354,3.309492121212121,4.410872323232323,5.817225454545455,2
16.87169191919192,15.403828282828284,0.8912082323232324,5.813126767676767,3.5739606060606057,3.775361616161616,5.7281272727272725,2
13.07,13.92,0.848,5.472,2.994,5.304,5.395,3
13.32,13.94,0.8613,5.541,3.073,7.035,5.44,3
13.34,13.95,0.862,5.389,3.074,5.995,5.307,3
12.22,13.32,0.8652,5.224,2.967,5.469,5.221,3
11.82,13.4,0.8274,5.314,2.777,4.471,5.178,3
11.21,13.13,0.8167,5.279,2.687,6.169,5.275,3
11.43,13.13,0.8335,5.176,2.719,2.221,5.132,3
12.49,13.46,0.8658,5.267,2.967,4.421,5.002,3
12.7,13.71,0.8491,5.386,2.911,3.26,5.316,3
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,3
11.83,13.23,0.8496,5.263,2.84,5.195,5.307,3
12.01,13.52,0.8249,5.405,2.776,6.992,5.27,3
12.26,13.6,0.8333,5.408,2.833,4.756,5.36,3
11.18,13.04,0.8266,5.22,2.693,3.332,5.001,3
11.36,13.05,0.8382,5.175,2.755,4.048,5.263,3
11.19,13.05,0.8253,5.25,2.675,5.813,5.219,3
11.34,12.87,0.8596,5.053,2.849,3.347,5.003,3
12.13,13.73,0.8081,5.394,2.745,4.825,5.22,3
11.75,13.52,0.8082,5.444,2.678,4.378,5.31,3
11.49,13.22,0.8263,5.304,2.695,5.388,5.31,3
12.54,13.67,0.8425,5.451,2.879,3.082,5.491,3
12.02,13.33,0.8503,5.35,2.81,4.271,5.308,3
12.05,13.41,0.8416,5.267,2.847,4.988,5.046,3
12.55,13.57,0.8558,5.333,2.968,4.419,5.176,3
11.14,12.79,0.8558,5.011,2.794,6.388,5.049,3
12.1,13.15,0.8793,5.105,2.941,2.201,5.056,3
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,3
12.15,13.45,0.8443,5.417,2.837,3.638,5.338,3
11.35,13.12,0.8291,5.176,2.668,4.337,5.132,3
11.24,13.0,0.8359,5.09,2.715,3.521,5.088,3
11.02,13.0,0.8189,5.325,2.701,6.735,5.163,3
11.55,13.1,0.8455,5.167,2.845,6.715,4.956,3
11.27,12.97,0.8419,5.088,2.763,4.309,5.0,3
11.4,13.08,0.8375,5.136,2.763,5.588,5.089,3
10.83,12.96,0.8099,5.278,2.641,5.182,5.185,3
10.8,12.57,0.859,4.981,2.821,4.773,5.063,3
11.26,13.01,0.8355,5.186,2.71,5.335,5.092,3
10.74,12.73,0.8329,5.145,2.642,4.702,4.963,3
11.48,13.05,0.8473,5.18,2.758,5.876,5.002,3
12.21,13.47,0.8453,5.357,2.893,1.661,5.178,3
11.41,12.95,0.856,5.09,2.775,4.957,4.825,3
12.46,13.41,0.8706,5.236,3.017,4.987,5.147,3
12.19,13.36,0.8579,5.24,2.909,4.857,5.158,3
11.65,13.07,0.8575,5.108,2.85,5.209,5.135,3
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,3
11.56,13.31,0.8198,5.363,2.683,4.062,5.182,3
11.81,13.45,0.8198,5.413,2.716,4.898,5.352,3
10.91,12.8,0.8372,5.088,2.675,4.179,4.956,3
11.23,12.82,0.8594,5.089,2.821,7.524,4.957,3
10.59,12.41,0.8648,4.899,2.787,4.975,4.794,3
10.93,12.8,0.839,5.046,2.717,5.398,5.045,3
11.27,12.86,0.8563,5.091,2.804,3.985,5.001,3
11.87,13.02,0.8795,5.132,2.953,3.597,5.132,3
10.82,12.83,0.8256,5.18,2.63,4.853,5.089,3
12.11,13.27,0.8639,5.236,2.975,4.132,5.012,3
12.8,13.47,0.886,5.16,3.126,4.873,4.914,3
12.79,13.53,0.8786,5.224,3.054,5.483,4.958,3
13.37,13.78,0.8849,5.32,3.128,4.67,5.091,3
12.62,13.67,0.8481,5.41,2.911,3.306,5.231,3
12.76,13.38,0.8964,5.073,3.155,2.828,4.83,3
12.38,13.44,0.8609,5.219,2.989,5.472,5.045,3
12.67,13.32,0.8977,4.984,3.135,2.3,4.745,3
11.18,12.72,0.868,5.009,2.81,4.051,4.828,3
12.7,13.41,0.8874,5.183,3.091,8.456,5.0,3
12.37,13.47,0.8567,5.204,2.96,3.919,5.001,3
12.19,13.2,0.8783,5.137,2.981,3.631,4.87,3
11.23,12.88,0.8511,5.14,2.795,4.325,5.003,3
13.2,13.66,0.8883,5.236,3.232,8.315,5.056,3
11.84,13.21,0.8521,5.175,2.836,3.598,5.044,3
12.3,13.34,0.8684,5.243,2.974,5.637,5.063,3
11.68776757518797,13.201693421052632,0.8423416052631579,5.205501447368421,2.794866062030075,3.5568280263157894,5.12444337406015,3
12.003553515037593,13.495338684210525,0.8275283210526316,5.388000289473685,2.7854732124060146,6.782065605263158,5.254688674812029,3
12.03776757518797,13.501693421052632,0.8296416052631579,5.314501447368421,2.8078660620300755,4.8588280263157895,5.16844337406015,3
12.084981635338346,13.341048157894736,0.8522648894736842,5.250402605263158,2.891058911654136,5.002890447368421,5.135898073308271,3
11.589553515037595,13.117338684210525,0.8460683210526316,5.173800289473684,2.847573212406015,6.532765605263158,4.9720886748120305,3
12.624553515037594,13.396338684210527,0.8837783210526317,5.188200289473684,3.068973212406015,8.099665605263157,5.01168867481203,3
10.996660545112782,12.669016052631578,0.8607149631578948,4.999800868421053,2.812119637218045,4.950296815789473,4.8908660244360895,3
12.47366054511278,13.369016052631578,0.8765349631578947,5.198600868421052,3.024919637218045,7.386996815789473,5.03506602443609,3
13.200553515037594,13.882338684210525,0.8609183210526317,5.373600289473685,3.053673212406015,5.8847656052631585,5.287988674812031,3
11.893981635338346,13.259048157894735,0.8494148894736842,5.229102605263158,2.855558911654136,4.6254904473684215,5.118398073308271,3
12.017981635338346,13.278048157894736,0.8558348894736842,5.209902605263158,2.897158911654136,4.633390447368421,5.079698073308271,3
12.07776757518797,13.371693421052631,0.848241605263158,5.296001447368422,2.8818660620300753,3.2768280263157896,5.147443374060151,3
11.960981635338346,13.261048157894736,0.8539948894736842,5.2220026052631585,2.8777589116541358,4.623490447368422,5.110798073308271,3
11.112553515037593,13.027338684210527,0.8221283210526316,5.316000289473685,2.717973212406015,6.550765605263159,5.15838867481203,3
12.606660545112781,13.621016052631578,0.8532249631578946,5.417000868421052,2.979419637218045,5.797296815789473,5.25626602443609,3
12.41776757518797,13.521693421052632,0.8526416052631579,5.365001447368421,2.9483660620300753,5.538828026315789,5.21644337406015,3
12.020981635338346,13.287048157894736,0.8548048894736842,5.229802605263158,2.892758911654136,5.2489904473684215,5.105198073308271,3
12.35276757518797,13.326693421052632,0.8737916052631579,5.1540014473684215,3.012866062030075,3.8603280263157895,4.9734433740601505,3
11.963981635338346,13.319048157894736,0.8468748894736842,5.250902605263158,2.8581589116541357,4.885890447368421,5.127198073308271,3
12.074660545112781,13.593016052631578,0.8210249631578947,5.346300868421053,2.782719637218045,4.845296815789474,5.18906602443609,3
11.607874605263158,13.140370789473684,0.8435082473684211,5.2185020263157895,2.798512486842106,4.880759236842105,5.108520723684211,3
11.826874605263157,13.221370789473685,0.8494782473684211,5.21460202631579,2.8630124868421056,5.4393592368421055,5.0686207236842105,3
12.357874605263158,13.473370789473684,0.8542182473684211,5.32680202631579,2.931412486842106,5.535359236842106,5.2138207236842105,3
11.747767575187972,13.186693421052631,0.8483416052631579,5.201001447368421,2.8578660620300758,5.80382802631579,5.03644337406015,3
12.070981635338347,13.312048157894736,0.8548948894736842,5.235102605263158,2.906858911654136,5.2348904473684215,5.110798073308271,3
12.02276757518797,13.211693421052631,0.865241605263158,5.1700014473684215,2.9058660620300754,3.546828026315789,5.086443374060151,3
11.990660545112782,13.446016052631578,0.8327849631578946,5.3540008684210525,2.804419637218045,6.362196815789474,5.22406602443609,3
12.171874605263158,13.314370789473685,0.8620482473684211,5.21940202631579,2.936812486842106,5.961659236842106,5.081820723684211,3
11.301553515037595,12.865338684210526,0.8585783210526317,5.103600289473685,2.8259732124060153,7.260865605263158,4.972988674812029,3
11.790874605263157,13.230370789473685,0.8458782473684212,5.21730202631579,2.825212486842106,4.091159236842105,5.12142072368421,3
12.32276757518797,13.49169342105263,0.8501416052631579,5.310501447368422,2.8908660620300752,4.076328026315789,5.21644337406015,3
12.000874605263158,13.410370789473685,0.8382582473684211,5.28270202631579,2.833012486842106,4.872359236842105,5.147820723684211,3
12.123874605263158,13.392370789473684,0.8485782473684211,5.29980202631579,2.873212486842106,4.3494592368421054,5.22912072368421,3
11.951981635338345,13.298048157894737,0.8485548894736842,5.252002605263158,2.861258911654136,5.102590447368421,5.132198073308271,3
12.039981635338346,13.323048157894736,0.8514748894736842,5.261002605263158,2.886258911654136,5.021890447368421,5.136798073308271,3
